CFF_reference,Critical_appraisal_keep,Critical_appraisal,Class,Spname_common,Spname_raw,Species_phylo,Spname_accepted,habitat,forage_light_level,mode_of_life,mode-of_life_ref,body_mass_us,body_mass_ref,Method_raw,Method,CFF_value_type,CFF_raw,CFF_variability,CFF_variability_type,CFF,CFF_max,Comments_from_2022,,,,,,,,,,,,
"McComb, D. Michelle; Frank, Tamara M.; Hueter, Robert E.; Kajiura, Stephen M. 2010 Temporal Resolution and Spectral Sensitivity of the Visual System of Three Coastal Shark Species from Different Light Environments Temporal Resolution and Spectral Sensitivity of the Visual System of Three Coastal Shark Species from Different Light Environments McComb, D. Michelle; Frank, Tamara M.; Hueter, Robert E.; Kajiura, Stephen M.",y,M,Elasmobranchii,Scalloped Hammerhead,Sphyrna lewini,Sphyrna_lewini,"Sphyrna lewini Griffith & Smith, 1834",pelagic,low,ballistic,original,1893,original,ERG,Electrophysiology,mean,27.3,3.15,SE,27.3,30.5,"mean; photopic for CFF (max irradiance); and scotopic 25,1 ± 2,53 Hz;""shallow"" but turbid bay considered a Low light exposure (following Healy et al. (2013))",,,,,,,,,,,,
"McComb, D. Michelle; Frank, Tamara M.; Hueter, Robert E.; Kajiura, Stephen M. 2010 Temporal Resolution and Spectral Sensitivity of the Visual System of Three Coastal Shark Species from Different Light Environments Temporal Resolution and Spectral Sensitivity of the Visual System of Three Coastal Shark Species from Different Light Environments McComb, D. Michelle; Frank, Tamara M.; Hueter, Robert E.; Kajiura, Stephen M.",y,M,Elasmobranchii,Bonnethead,Sphyrna tiburo,Sphyrna_tiburo,"Sphyrna tiburo Linnaeus, 1758",demersal,high,ballistic,original,1824.59,original,ERG,Electrophysiology,mean,31,2.89,SE,31,33.9,"mean; photopic for CFF (max irradiance); and scotopic (25,6 ± 2,30 Hz)",,,,,,,,,,,,
"McComb, D. Michelle; Kajiura, Stephen M.; Horodysky, Andrij Z.; Frank, Tamara M. 2013 Comparative Visual Function in Predatory Fishes from the Indian River Lagoon Comparative Visual Function in Predatory Fishes from the Indian River Lagoon McComb, D. Michelle; Kajiura, Stephen M.; Horodysky, Andrij Z.; Frank, Tamara M.",y,M,Actinopterygii,Common snook,Centropomus undecimalis,Centropomus_undecimalis,"Centropomus undecimalis Bloch, 1792",benthopelagic,high,ballistic,fishbase 50cm common length,959.42,fishbase 50cm common length,ERG,Electrophysiology,mean,39.6,1.22,SE,39.6,40.8,"mean; photopic for CFF (max irradiance); and scotopic 34 ± 1,03 Hz",,,,,,,,,,,,
"McComb, D. Michelle; Kajiura, Stephen M.; Horodysky, Andrij Z.; Frank, Tamara M. 2013 Comparative Visual Function in Predatory Fishes from the Indian River Lagoon Comparative Visual Function in Predatory Fishes from the Indian River Lagoon McComb, D. Michelle; Kajiura, Stephen M.; Horodysky, Andrij Z.; Frank, Tamara M.",y,M,Actinopterygii,Pinfish,Lagodon rhomboides,Lagodon_rhomboides,"Lagodon rhomboides Linnaeus, 1766",demersal,high,forage,original,1500,original,ERG,Electrophysiology,mean,43.7,0.94,SE,43.7,44.6,"mean; photopic for CFF (max irradiance); and scotopic 36,5 ± 1,11 Hz",,,,,,,,,,,,
"McComb, D. Michelle; Kajiura, Stephen M.; Horodysky, Andrij Z.; Frank, Tamara M. 2013 Comparative Visual Function in Predatory Fishes from the Indian River Lagoon Comparative Visual Function in Predatory Fishes from the Indian River Lagoon McComb, D. Michelle; Kajiura, Stephen M.; Horodysky, Andrij Z.; Frank, Tamara M.",y,M,Actinopterygii,Grey snapper,Lutjanus griseus,Lutjanus_griseus,"Lutjanus griseus Linnaeus, 1758",pelagic,low,ballistic,original,1057.91,original,ERG,Electrophysiology,mean,46.7,2.13,SE,46.7,48.8,"mean; photopic for CFF (max irradiance); and scotopic 42,0 ± 1,88 Hz",,,,,,,,,,,,
"Mebouro, Emmanuel Kamba; Bernath, Balazs; Schenker, Dominique; Guerin, Patrick M. 2018 Vision and genesis of survival strategies in tsetse flies: A laboratory study Vision and genesis of survival strategies in tsetse flies: A laboratory study Mebouro, Emmanuel Kamba; Bernath, Balazs; Schenker, Dominique; Guerin, Patrick M.",y,M,Insecta,Tsetse fly,Glossina pallidipes,Glossina_pallidipes,"Glossina pallidipes Austen, 1903",volant,high,forage,from Glossina_morsitans_morsitans in original datasheet,0.0092,from Glossina_morsitans_morsitans in original datasheet,Optomotor,Behavioural,mean,300,Unknown,NA,300,300,mean ; 200-250 Hz for 1 day old teneral and 300 Hz for 7 day old fed once,,,,,,,,,,,,
"Mebouro, Emmanuel Kamba; Bernath, Balazs; Schenker, Dominique; Guerin, Patrick M. 2018 Vision and genesis of survival strategies in tsetse flies: A laboratory study Vision and genesis of survival strategies in tsetse flies: A laboratory study Mebouro, Emmanuel Kamba; Bernath, Balazs; Schenker, Dominique; Guerin, Patrick M.",y,M,Insecta,Tsetse fly,Glossina pallidipes,Glossina_pallidipes,"Glossina pallidipes Austen, 1903",volant,high,forage,from Glossina_morsitans_morsitans in original datasheet,0.0092,from Glossina_morsitans_morsitans in original datasheet,ERG,Electrophysiology,mean,265,Unknown,NA,265,265,mean ; at 27 day-old ;  125.5 Hz for  12h old and 175 Hz for 7 day old and increase with age,,,,,,,,,,,,
"Meneghini, K. A.; Hamasaki, D. I. 1967 The electroretinogram of the iguana and Tokay gecko The electroretinogram of the iguana and Tokay gecko Meneghini, K. A.; Hamasaki, D. I.",y,M,Reptilia,Tokay Gecko,Gekko gekko,Gekko_gecko,"Gekko gecko Linnaeus, 1758",arboreal,low,ballistic,Handbook_of_lizards_of_the_world,54.13,amniote,ERG,Electrophysiology,extrapolation,~20.6,Unknown,NA,21,21,"diagram reading at maximum intensity tested; ""pure rod retina""",,,,,,,,,,,,
"Meneghini, K. A.; Hamasaki, D. I. 1967 The electroretinogram of the iguana and Tokay gecko The electroretinogram of the iguana and Tokay gecko Meneghini, K. A.; Hamasaki, D. I.",y,M,Reptilia,Green Iguana,Iguana iguana,Iguana_iguana,"Iguana iguana Linnaeus, 1758",arboreal,high,ballistic,Handbook_of_lizards_of_the_world,1530,amniote,ERG,Electrophysiology,extrapolation,~79.6,Unknown,NA,80,80,"diagram reading at maximum intensity tested; ""pure cone retina""",,,,,,,,,,,,
"Meyer-Rochow, VB; Tiang, KM 1984 The eye of Jasus edwardsii (Crustacea, Decapoda): electrophysiology, histology, and behaviour The eye of Jasus edwardsii (Crustacea, Decapoda): electrophysiology, histology, and behaviour Meyer-Rochow, VB; Tiang, KM",y,M,Malacostraca,New Zealand rock lobster,Jasus edwardsi,Jasus_edwardsii,"Jasus edwardsii Hutton, 1875",demersal,low,ballistic,original,226.4,original,ERG,Electrophysiology,maximum,<60,Unknown,NA,60,60,still responses at max 50 Hz tested for dark-adapted animals at log 0 intensity; CFF of ~50 Hz for light-adapted eyes,,,,,,,,,,,,
"Miall, RC 1978 The flicker fusion frequencies of six laboratory insects, and the response of the compound eye to mains fluorescent ‘ripple’ The flicker fusion frequencies of six laboratory insects, and the response of the compound eye to mains fluorescent ‘ripple’ Miall, RC",y,M,Insecta,Silk Moth,Antheraea pernyi,Antheraea_pernyi,"Antheraea pernyi Guerin-Meneville, 1855",volant,low,forage,original,0.34,original,ERG,Electrophysiology,mean,42.5,Unknown,NA,42.5,70,25-70 Hz range of values (not enough values for mean for authors ; mean value = 42.5 Hz ; 90 min dark-adapted,,,,,,,,,,,,
"Miall, RC 1978 The flicker fusion frequencies of six laboratory insects, and the response of the compound eye to mains fluorescent ‘ripple’ The flicker fusion frequencies of six laboratory insects, and the response of the compound eye to mains fluorescent ‘ripple’ Miall, RC",y,M,Insecta,Fruit Fly,Drosophila hydei,Drosophila_hydei,"Drosophila hydei Sturtevant, 1921",volant,high,forage,original,0.09,original,ERG,Electrophysiology,mean,81.9,Unknown,NA,81.9,100,60-100 Hz range of values (not enough values for mean for authors ; mean value = 81.9 Hz) ; 90 min dark-adapted,,,,,,,,,,,,
"Miall, RC 1978 The flicker fusion frequencies of six laboratory insects, and the response of the compound eye to mains fluorescent ‘ripple’ The flicker fusion frequencies of six laboratory insects, and the response of the compound eye to mains fluorescent ‘ripple’ Miall, RC",y,M,Insecta,Tsetse fly,Glossina morsitans,Glossina_morsitans_morsitans,"Glossina morsitans Westwood, 1851",volant,high,forage,original,0.009,original,ERG,Electrophysiology,mean,290,Unknown,NA,290,308,30 min dark-adapted eyes: Males 183-233 Hz (mean = 212.5 Hz for 5 indviduals) and Females 150-190 Hz (mean 176.0 for 5 individuals) and 20 min light-adapted 285-308 Hz (mean 290.0 Hz) and 220-270 Hz (mean = 248.0 Hz) for females ; range of 85-205 (not enough values for mean for authors ; mean value = 116.4 Hz) for 90 min dark-adapted,,,,,,,,,,,,
"Miall, RC 1978 The flicker fusion frequencies of six laboratory insects, and the response of the compound eye to mains fluorescent ‘ripple’ The flicker fusion frequencies of six laboratory insects, and the response of the compound eye to mains fluorescent ‘ripple’ Miall, RC",y,M,Insecta,Migbrown ratory Locust,Locusta migratoria,Locustaevora_migratoriae,"Locusta migratoria Linnaeus, 1758",volant,low,forage,original,1,original,ERG,Electrophysiology,mean,85,Unknown,NA,85,100,55-100 Hz nymphs: 30 min dark-adapted CFF with a mean of 49.5 Hz (range 40-80 Hz) for 10 individuals and 20 min light-adapted mean of 85.0 Hz (range 55-100 Hz); range of 40-90 (not enough values for mean for authors ; mean value = 66.3 Hz)  for 90 min dark-adapted ;,,,,,,,,,,,,
"Miall, RC 1978 The flicker fusion frequencies of six laboratory insects, and the response of the compound eye to mains fluorescent ‘ripple’ The flicker fusion frequencies of six laboratory insects, and the response of the compound eye to mains fluorescent ‘ripple’ Miall, RC",y,M,Insecta,American Cockroach,Periplaneta americana,Periplaneta_americana,"Periplaneta americana Linnaeus, 1758",terrestrial,low,forage,original,42.5,original,ERG,Electrophysiology,mean,41.8,Unknown,NA,41.8,60,25-60 Hz range of values (not enough values for mean for authors ; mean value = 41.8 Hz)  ; 90 min dark-adapted,,,,,,,,,,,,
"Miall, RC 1978 The flicker fusion frequencies of six laboratory insects, and the response of the compound eye to mains fluorescent ‘ripple’ The flicker fusion frequencies of six laboratory insects, and the response of the compound eye to mains fluorescent ‘ripple’ Miall, RC",y,M,Insecta,Emperor,Saturnia pavonia,Saturnia_pavonia,"Saturnia pavonia Linnaeus, 1758",volant,low,forage,original,0.34,original,ERG,Electrophysiology,mean,76.7,Unknown,NA,76.7,85,65-85 Hz range of values (not enough values for mean for authors ; mean value = 76.7 Hz ; 90 min dark-adapted,,,,,,,,,,,,
"Milosevic, Milena; Visnjic-Jeftic, Zeljka; Damjanovic, Ilija; Nikcevic, Miroslav; Andjus, Pavle; Gacic, Zoran 2009 Temporal analysis of electroretinographic responses in fishes with rod-dominated and mixed rod-cone retina Temporal analysis of electroretinographic responses in fishes with rod-dominated and mixed rod-cone retina Milosevic, Milena; Visnjic-Jeftic, Zeljka; Damjanovic, Ilija; Nikcevic, Miroslav; Andjus, Pavle; Gacic, Zoran",y,M,Actinopterygii,European eel,Anguilla anguilla,Anguilla_anguilla,"Anguilla anguilla Linnaeus, 1758",demersal,low,forage,original,71.1,original,ERG,Electrophysiology,mean,20,Unknown,NA,20,20,mean ; not maximum light intensity,,,,,,,,,,,,
"Milosevic, Milena; Visnjic-Jeftic, Zeljka; Damjanovic, Ilija; Nikcevic, Miroslav; Andjus, Pavle; Gacic, Zoran 2009 Temporal analysis of electroretinographic responses in fishes with rod-dominated and mixed rod-cone retina Temporal analysis of electroretinographic responses in fishes with rod-dominated and mixed rod-cone retina Milosevic, Milena; Visnjic-Jeftic, Zeljka; Damjanovic, Ilija; Nikcevic, Miroslav; Andjus, Pavle; Gacic, Zoran",y,M,Actinopterygii,Prussian carp,Carassius gibelio,Carassius_gibelio,"Carassius gibelio Bloch, 1782",pelagic,high,forage,fishbase on 20cm,157.58,fishbase on 20cm,ERG,Electrophysiology,mean,33,Unknown,NA,33,33,mean ; not maximum light intensity,,,,,,,,,,,,
"Milosevic, Milena; Visnjic-Jeftic, Zeljka; Damjanovic, Ilija; Nikcevic, Miroslav; Andjus, Pavle; Gacic, Zoran 2009 Temporal analysis of electroretinographic responses in fishes with rod-dominated and mixed rod-cone retina Temporal analysis of electroretinographic responses in fishes with rod-dominated and mixed rod-cone retina Milosevic, Milena; Visnjic-Jeftic, Zeljka; Damjanovic, Ilija; Nikcevic, Miroslav; Andjus, Pavle; Gacic, Zoran",y,M,Elasmobranchii,Smallspotted catshark,Scyliorhinus canicula,Scyliorhinus_canicula,"Scyliorhinus canicula Linnaeus, 1758",demersal,low,forage,fishbase 60cm common length,781.51,fishbase 60cm common length,ERG,Electrophysiology,mean,3.2,Unknown,NA,3.2,3.2,"mean ; not maximum light intensity; ""moderately deep sea""",,,,,,,,,,,,
"Milosevic, Milena; Visnjic-Jeftic, Zeljka; Damjanovic, Ilija; Nikcevic, Miroslav; Andjus, Pavle; Gacic, Zoran 2009 Temporal analysis of electroretinographic responses in fishes with rod-dominated and mixed rod-cone retina Temporal analysis of electroretinographic responses in fishes with rod-dominated and mixed rod-cone retina Milosevic, Milena; Visnjic-Jeftic, Zeljka; Damjanovic, Ilija; Nikcevic, Miroslav; Andjus, Pavle; Gacic, Zoran",y,M,Actinopterygii,Painted comber,Serranus scriba,Serranus_scriba,"Serranus scriba Linnaeus, 1758",demersal,high,forage,fishbase 25cm common length,211.67,fishbase 25cm common length,ERG,Electrophysiology,mean,25,Unknown,NA,25,25,mean ; not maximum light intensity,,,,,,,,,,,,
"MIZUTANI, A; TOH, Y 1995 OPTICAL AND PHYSIOLOGICAL-PROPERTIES OF THE LARVAL VISUAL-SYSTEM OF THE TIGER BEETLE, CICINDELA-CHINENSIS OPTICAL AND PHYSIOLOGICAL-PROPERTIES OF THE LARVAL VISUAL-SYSTEM OF THE TIGER BEETLE, CICINDELA-CHINENSIS MIZUTANI, A; TOH, Y",y,M,Insecta,Tiger European hohey beetle,Cicindela chinensis,Cicindela_chinensis,"Cicindela chinensis DeGeer, 1774",terrestrial,high,ballistic,guessed the size come back,0.1,guessed the size come back,ERG,Electrophysiology,mean,45,Unknown,NA,45,45,mean for 2 large stemmata,,,check as this might be just for larva species,,,,,,,,,
"Mora-Ferrer, C; Gangluff, V 2002 D2-dopamine receptor blockade modulates temporal resolution in goldfish D2-dopamine receptor blockade modulates temporal resolution in goldfish Mora-Ferrer, C; Gangluff, V",y,H,Actinopterygii,Goldfish,Carassius auratus,Carassius_auratus,"Carassius auratus Linnaeus, 1758",pelagic,high,forage,fisebase_10cm common length,16.65,fisebase_10cm common length,Behavioural,Behavioural,range,35-40,Unknown,NA,37.5,40,"range of individual values FFF, not CFF (max luminance)",,,,,,,,,,,,
"NAKAGAWA, T; EGUCHI, E 1994 DIFFERENCES IN FLICKER FUSION FREQUENCIES OF THE 5 SPECTRAL PHOTORECEPTOR TYPES IN THE SWALLOWTAIL BUTTERFLYS COMPOUND EYE DIFFERENCES IN FLICKER FUSION FREQUENCIES OF THE 5 SPECTRAL PHOTORECEPTOR TYPES IN THE SWALLOWTAIL BUTTERFLYS COMPOUND EYE NAKAGAWA, T; EGUCHI, E",y,M,Insecta,Asian swallowtail,Papilio xuthus,Papilio_xuthus_koxingus,"Papilio xuthus Linnaeus, 1767",volant,high,forage,guessed the size come back,0.1,guessed the size come back,ERG,Electrophysiology,mean,107,Unknown,NA,107,107,mean FFFmax value for green photoreceptor cells ; 103 Hz for blue ; 90 Hz for UV ; 83 Hz for violet,,,,,,,,,,,,
"Nomura, Yuichiro; Ikuta, Shohei; Yokota, Satoshi; Mita, Junpei; Oikawa, Mami; Matsushima, Hiroki; Amano, Akira; Shimonomura, Kazuhiro; Seya, Yasuhiro; Koike, Chieko 2019 Evaluation of critical flicker-fusion frequency measurement methods using a touchscreen-based visual temporal discrimination task in the behaving mouse Evaluation of critical flicker-fusion frequency measurement methods using a touchscreen-based visual temporal discrimination task in the behaving mouse Nomura, Yuichiro; Ikuta, Shohei; Yokota, Satoshi; Mita, Junpei; Oikawa, Mami; Matsushima, Hiroki; Amano, Akira; Shimonomura, Kazuhiro; Seya, Yasuhiro; Koike, Chieko",y,M,Mammalia,House mouse,Mus musculus,Mus_musculus,"Mus musculus Linnaeus, 1758",terrestrial,low,forage,Handbook_Mammals_of_the_world,20.5,amniote,Behavioural,Behavioural,mean,13.6,1,SD,13.6,14.6,"mean value for randomized frequencies ; 17,3 ± 2,9 Hz for ascending method ; but the latter tend to overestimate",,,,,,,,,,,,
"Nowak, L. M.; Green, D. G. 1983 Flicker fusion characteristics of rod receptors in the toad Flicker fusion characteristics of rod receptors in the toad Nowak, L. M.; Green, D. G.",y,M,Amphibia,Bufo Toad,Bufo marinus,Bufo_marinus,"Rhinella marina Linnaeus, 1758",terrestrial,low,ballistic,"Lever, C., 2001. The cane toad: the history and ecology of a successful colonist. Westbury Academic & Scientific Pub..",2000,"Lever, C., 2001. The cane toad: the history and ecology of a successful colonist. Westbury Academic & Scientific Pub..",ERG,Electrophysiology,Unknown,~18.5,Unknown,NA,19,19,"diagram reading at maximum intensity tested; value from ERG; values of intracellulat recordings: 4.2-6.7 Hz CFF for individual rods, 16 Hz for one Horizontal cell at 1000 quanta/rod/sec",,,,,,,,,,,,
"NUBOER, JFW; COEMANS, MAJM; VOS, JJ 1992 ARTIFICIAL LIGHTING IN POULTRY HOUSES - DO HENS PERCEIVE THE MODULATION OF FLUORESCENT LAMPS AS FLICKER ARTIFICIAL LIGHTING IN POULTRY HOUSES - DO HENS PERCEIVE THE MODULATION OF FLUORESCENT LAMPS AS FLICKER NUBOER, JFW; COEMANS, MAJM; VOS, JJ",y,M,Aves,Chicken,Gallus gallus domesticus,Gallus_gallus,"Gallus gallus Linnaeus, 1758",terrestrial,high,forage,Handbook_birds_of_the_world,912.5,amniote,Behavioural,Behavioural,maximum,~105.1,Unknown,NA,105,105,mean value ; underestimated by behavioural noise ; not capable too reach max CFF but established to max CFF ; abstract value; diagram reading,,,,,,,,,,,,
"Nusinowitz, S.; Ridder, W. H., III; Ramirez, J. 2007 Temporal response properties of the primary and secondary rod-signaling pathways in normal and Gnat2 mutant mice Temporal response properties of the primary and secondary rod-signaling pathways in normal and Gnat2 mutant mice Nusinowitz, S.; Ridder, W. H., III; Ramirez, J.",y,M,Mammalia,House mouse,Mus musculus,Mus_musculus,"Mus musculus Linnaeus, 1758",terrestrial,low,forage,Handbook_Mammals_of_the_world,20.5,amniote,ERG,Electrophysiology,mean,~57.3,5.6,NA,57,63,diagram reading (Fig 6); for secondary rod-pathway ; 30 Hz for primary rod pathway ; but theoratical value based on model (range of tested frequency 1-30 Hz) ; could be higher if cones taken into account also,,,,,,,,,,,,
"O'Connor, Megan; Nilsson, Dan-E.; Garm, Anders 2010 Temporal properties of the lens eyes of the box jellyfish Tripedalia cystophora Temporal properties of the lens eyes of the box jellyfish Tripedalia cystophora O'Connor, Megan; Nilsson, Dan-E.; Garm, Anders",y,M,Cnidaria,Box jellyfish,Tripedalia cystophora,Tripedalia_cystophora,"Tripedalia cystophora Conant, 1897",pelagic,high,forage,guessed size come back,1,guessed size come back,ERG,Electrophysiology,mean,9.5-10,Unknown,NA,9.75,10,range of means for upper lens eye ; 8 Hz for lower lence eye,,,,,,,,,,,,
"Palavalli-Nettimi, Ravindra; Theobald, Jamie C. 2020 Small eyes in dim light: Implications to spatio-temporal visual abilities in Drosophila melanogaster Small eyes in dim light: Implications to spatio-temporal visual abilities in Drosophila melanogaster Palavalli-Nettimi, Ravindra; Theobald, Jamie C.",y,M,Insecta,Fruit fly,Drosophila melangaster,Drosophila_melanogaster,"Drosophila melanogaster Linnaeus, 1758",volant,high,forage,used there size,0.00049,used there size,Optomotor,Behavioural,maximum,<50,Unknown,NA,50,50,"for all light intensities higher than 3.9 lux; difference in light acuity following animals' size, no sex difference",,This study was not aimed at getting the max CFF as it was focused on lower light conditions,,,,,,,,,,
"Patterson, WF; McDowell, AL; Hughes, A; Bilotta, J 2002 Opponent and nonopponent contributions to the zebrafish electroretinogram using heterochromatic flicker photometry Opponent and nonopponent contributions to the zebrafish electroretinogram using heterochromatic flicker photometry Patterson, WF; McDowell, AL; Hughes, A; Bilotta, J",y,L,Actinopterygii,Zebrafish,Danio rerio,Danio_rerio,"Danio rerio Hamilton, 1822",benthopelagic,high,forage,mean wiegth from Clark et al 2018 Body Condition Scoring for Adult Zebrafish (Danio rerio),0.88,mean wiegth from Clark et al 2018 Body Condition Scoring for Adult Zebrafish (Danio rerio),ERG,Electrophysiology,minimum,>32,Unknown,NA,32,32,still responses to flicker at 32 Hz (max tested); while differences in responses between ech type of cones,,,32 was the max tested not appropriate,,,,,,,,,
"Petie, Ronald; Hall, Michael R.; Hyldahl, Mia; Garm, Anders 2016 Visual orientation by the crown-of-thorns starfish (Acanthaster planci) Visual orientation by the crown-of-thorns starfish (Acanthaster planci) Petie, Ronald; Hall, Michael R.; Hyldahl, Mia; Garm, Anders",y,H,Asteroidea,Crown-of-thorns starfish,Acanthaster planci,Acanthaster_planci,"Acanthaster planci Linnaeus, 1758",demersal,high,forage,original,1600,original,ERG,Electrophysiology,range,0.6-0.7,Unknown,NA,0.65,0.7,threshold value of 10%,,,,,,,,,,,,
"Pinilla, I; Lund, RD; Sauve, Y 2005 Cone function studied with flicker electroretinogram during progressive retinal degeneration in RCS rats Cone function studied with flicker electroretinogram during progressive retinal degeneration in RCS rats Pinilla, I; Lund, RD; Sauve, Y",y,M,Mammalia,RCS (Royal College of Surgeon) Brown rat,Rattus norvegicus,Rattus_norvegicus,"Rattus norvegicus Berkenhout, 1769",terrestrial,low,forage,original,237,original,ERG,Electrophysiology,mean,~46.5,2.5,SE,47,49.5,mean; diagram reading for non dystrophic rats,,,,,,,,,,,,
"Pinilla, I; Lund, RD; Sauve, Y 2005 Enhanced cone dysfunction in rats homozygous for the P23H rhodopsin mutation Enhanced cone dysfunction in rats homozygous for the P23H rhodopsin mutation Pinilla, I; Lund, RD; Sauve, Y",y,M,Mammalia,Brown rat,Rattus norvegicus,Rattus_norvegicus,"Rattus norvegicus Berkenhout, 1769",terrestrial,low,forage,Handbook_Mammals_of_the_world,280,amniote,ERG,Electrophysiology,mean,43,7,SE,43,50,mean at 30 days ; 37 ± 5 Hz at 150 ; not value of neurodegenerative rats (27 Hz),,,,,,,,,,,,
"Porciatti, V; Fontanesi, G; Bagnoli, P 1989 The electroretinogram of the little owl (Athene noctua) The electroretinogram of the little owl (Athene noctua) Porciatti, V; Fontanesi, G; Bagnoli, P",y,M,Aves,Little owl,Athene noctua,Athene_noctua,"Athene noctua Scopoli, 1769",volant,low,ballistic,original,186,original,ERG,Electrophysiology,Unknown,~49.8,Unknown,NA,50,50,diagram reading at maximal intensity,,,,,,,,,,,,
"Potier, Simon; Lieuvin, Margaux; Pfaff, Michael; Kelber, Almut 2020 How fast can raptors see? How fast can raptors see? Potier, Simon; Lieuvin, Margaux; Pfaff, Michael; Kelber, Almut",y,M,Aves,Peregrine Falcon,Falco peregrinus,Falco_peregrinus,"Falco peregrinus Tunstall, 1771",volant,high,pursuit,original,535,original,Behavioural,Behavioural,mean,124.5,Unknown,NA,124.5,129,mean value of CFF ; maximum: 129 Hz,,,,,,,,,,,,
"Potier, Simon; Lieuvin, Margaux; Pfaff, Michael; Kelber, Almut 2020 How fast can raptors see? How fast can raptors see? Potier, Simon; Lieuvin, Margaux; Pfaff, Michael; Kelber, Almut",y,M,Aves,Harris's hawk,Parabuteo unicinctus,Parabuteo_unicinctus,"Parabuteo unicinctus Temminck, 1824",volant,high,pursuit,original,950,original,Behavioural,Behavioural,mean,77.7,Unknown,NA,77.7,81,mean value of CFF ; maximum: 81 Hz,,,,,,,,,,,,
"Potier, Simon; Lieuvin, Margaux; Pfaff, Michael; Kelber, Almut 2020 How fast can raptors see? How fast can raptors see? Potier, Simon; Lieuvin, Margaux; Pfaff, Michael; Kelber, Almut",y,E,Aves,Saker falcon,Falco cherrug,Falco_cherrug,"Falco cherrug J.E.Gray, 1834",volant,high,pursuit,original,700,original,Behavioural,Behavioural,NA,102,NA,NA,NA,102,one individual value of CFF,,,,,,,,,,,,
"Pusch, Roland; Kassing, Vanessa; Riemer, Ursula; Wagner, Hans-Joachim; von der Emde, Gerhard; Engelmann, Jacob 2013 A grouped retina provides high temporal resolution in the weakly electric fish Gnathonemus petersii A grouped retina provides high temporal resolution in the weakly electric fish Gnathonemus petersii Pusch, Roland; Kassing, Vanessa; Riemer, Ursula; Wagner, Hans-Joachim; von der Emde, Gerhard; Engelmann, Jacob",y,M,Actinopterygii,Goldfish,Carassius auratus,Carassius_auratus,"Carassius auratus Linnaeus, 1758",pelagic,high,forage,fisebase_10cm common length,16.65,fisebase_10cm common length,ERG,Electrophysiology,mean,40,Unknown,NA,40,40,about' ; high frequency CFF ; at 100 % contrast,,,,,,,,,,,,
"Pusch, Roland; Kassing, Vanessa; Riemer, Ursula; Wagner, Hans-Joachim; von der Emde, Gerhard; Engelmann, Jacob 2013 A grouped retina provides high temporal resolution in the weakly electric fish Gnathonemus petersii A grouped retina provides high temporal resolution in the weakly electric fish Gnathonemus petersii Pusch, Roland; Kassing, Vanessa; Riemer, Ursula; Wagner, Hans-Joachim; von der Emde, Gerhard; Engelmann, Jacob",y,M,Actinopterygii,Weakly electric fish,Gnathonemus petersii,Gnathonemus_petersii,"Gnathonemus petersii Günther, 1862",demersal,low,forage,"size from Nilsson 1996 Brain and Body Oxygen Requirements of Gnathonemus Petersii, a Fish with an Exceptionally Large Brain",5.85,"size from Nilsson 1996 Brain and Body Oxygen Requirements of Gnathonemus Petersii, a Fish with an Exceptionally Large Brain",ERG,Electrophysiology,mean,50,Unknown,NA,50,50,about' ; high frequency CFF ; at 100 % contrast,,,,,,,,,,,,
"Pusch, Roland; Kassing, Vanessa; Riemer, Ursula; Wagner, Hans-Joachim; von der Emde, Gerhard; Engelmann, Jacob 2013 A grouped retina provides high temporal resolution in the weakly electric fish Gnathonemus petersii A grouped retina provides high temporal resolution in the weakly electric fish Gnathonemus petersii Pusch, Roland; Kassing, Vanessa; Riemer, Ursula; Wagner, Hans-Joachim; von der Emde, Gerhard; Engelmann, Jacob",y,E,Actinopterygii,NA,Gnathonemus petersii,Gnathonemus_petersii,"Gnathonemus petersii Günther, 1862",demersal,low,forage,"size from Nilsson 1996 Brain and Body Oxygen Requirements of Gnathonemus Petersii, a Fish with an Exceptionally Large Brain",5.85,"size from Nilsson 1996 Brain and Body Oxygen Requirements of Gnathonemus Petersii, a Fish with an Exceptionally Large Brain",Behavioural,Behavioural,NA,40-45,NA,NA,NA,45,for a single fish,,,,,,,,,,,,
"Rager, G; Singer, W 1998 The response of cat visual cortex to flicker stimuli of variable frequency The response of cat visual cortex to flicker stimuli of variable frequency Rager, G; Singer, W",y,H,Mammalia,House cat,Felis catus,Felis_silvestris,"Felis catus Linnaeus, 1758",terrestrial,low,pursuit,original,3054,original,Behavioural,Behavioural,minimum,40,Unknown,NA,40,40,"""the visual system exhibits a preference to engage in oscillatory activity in the frequency ranges of 6-8 Hz and 16 - 40 Hz""",,,,,,,,,,,,
"Railton, Renee Caron Richards; Foster, T. Mary; Temple, William 2009 A comparison of two methods for assessing critical flicker fusion frequency in hens A comparison of two methods for assessing critical flicker fusion frequency in hens Railton, Renee Caron Richards; Foster, T. Mary; Temple, William",y,M,Aves,Chicken,Gallus gallus domesticus,Gallus_gallus,"Gallus gallus Linnaeus, 1758",terrestrial,high,forage,,912.5,amniote,Behavioural for successive presentation method,Behavioural,range,69.8-95.4,Unknown,NA,82.6,95.4,"range of values for successive presentation method; Behavioural for simultaneous presentation method = 68.5-92.3 Hz, same parameters otherwise",,,,,,,,,,,,
